Unnamed: 0,name,description,picture_url,host_since,host_response_time,host_is_superhost,host_listings_count,host_identity_verified,room_type,accommodates,bathrooms_text,bedrooms,beds,amenities,price,availability_90,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable
30,Casa Filippi 2 - Codice CIPAT 022124-AT-067722,"Il mio alloggio è in centro storico, vicino al lago, ai negozi. Ti piacerà il mio alloggio per questi motivi: la posizione e l'atmosfera. Il mio all oggio è adatto a coppie, avventurieri solitari e famiglie. The space L'appartamento è di recentissima ristrutturazione, dotato di tutti i confrot indispensabili per una deliziosa vacanza (non è dotato di impianto di riscaldameto per le stagioni intermedie ed invernali) sulle rive del lago di Garda. E' dotato di un terrazzino ad uso esclusivo vista lago ed un altro condiviso dalla parte dell'ingresso verso la salita al ""Belvedere"". L'appartamento è dotato di deposito in comunione nel quale possono essere costudite biciclette, accessori per il wind-surf, ecc. La cucina è dotata anche di forno tradizionale, lavastoviglie e frigorifero con congelatore. Nell'alloggio è disponibile per gli ospiti una lavatrice. A richiesta è in dotazione un baby-bed (per bambini fino a 3 anni). Guest acces",https://a0.muscache.com/pictures/616f43fd-080a-4845-b79a-9428fb04cafa.jpg,2016-07-02,within a few hours,f,2.0,t,Entire home/apt,5,1 bath,2.0,3.0,"[""Washer"", ""Essentials"", ""Long term stays allowed"", ""Private entrance"", ""Wifi"", ""TV"", ""Kitchen"", ""Hangers""]",$85.00,17,21,4.71,4.9,4.95,5.0,4.95,4.95,4.7,f
31,Grande appartamento in montagna con caminetto 2,"Grande appartamento formato da ampio soggiorno con due divani, caminetto, tavolo, cucina con lavastoviglie e forno, camera matrimoniale, camera con 4 letti a castello, bagno con doccia (acqua calda da boiler elettrico di 80 litri), terrazza. L'appartamento si trova al piano terra del Residence Cinque Funghi, servito da ascensore, garage ed armadietto deposito sci.",https://a0.muscache.com/pictures/miso/Hosting-37376450/original/c44b705a-b29a-461b-9137-39ce362a4118.jpeg,2016-01-21,within a day,f,17.0,t,Entire home/apt,6,1 bath,2.0,6.0,"[""Long term stays allowed"", ""Heating"", ""Hair dryer"", ""Oven"", ""Free street parking"", ""Free parking on premises"", ""Fire extinguisher"", ""Private patio or balcony"", ""Stove"", ""Indoor fireplace"", ""Elevator"", ""Single level home"", ""TV"", ""Cooking basics"", ""Luggage dropoff allowed"", ""Dishwasher"", ""Ski-in/Ski-out"", ""Refrigerator"", ""Hot water"", ""Dishes and silverware"", ""Kitchen"", ""Extra pillows and blankets"", ""Hangers""]",$96.00,1,2,5.0,4.5,4.5,5.0,5.0,5.0,3.5,f
32,"Charming home in Carezza, Dolomites","My flat is situated in the Grand Hotel Carezza complex, a historical 19th century building chosen as a summer residence by Empress Elisabeth of Austria (Sissi). In winter time there are more than 40 km of ski slopes while in the summer it offers lovely walks in the woods, horseback riding, mountain bike and cycling, 9 holes Golf course just 5 min. away and tennis courts. The space The flat is full of natural light and charm, with traditional details merging with modern looks. It comfortably fits 5 people and parking is included. There is one bedroom with a double bed and a single sofa bed. In the living room there is a double sofa bed. There is one bathroom with bath tub and the kitchen is well-equipped. There is also a washing machine. Guest access Entire flat and all common areas of the building including ski storage, parking, and playroom (you can find ping pong equipment in the flat).",https://a0.muscache.com/pictures/d967c984-8549-47c8-ab38-ddc531425bc7.jpg,2016-03-27,within an hour,f,1.0,t,Entire home/apt,5,1 bath,1.0,3.0,"[""Long term stays allowed"", ""Shared garden or backyard"", ""Wifi"", ""Body soap"", ""Hair dryer"", ""Ping pong table"", ""Crib"", ""Clothing storage: wardrobe"", ""Oven"", ""Free street parking"", ""Children\u2019s books and toys for ages 0-2 years old, 2-5 years old, 5-10 years old, and 10+ years old"", ""Iron"", ""Toaster"", ""Smoke alarm"", ""Portable heater"", ""Fire extinguisher"", ""Shampoo"", ""Cleaning products"", ""Free washer \u2013 In unit"", ""Stove"", ""Free driveway parking on premises"", ""Bed linens"", ""Elevator"", ""Host greets you"", ""Hot water kettle"", ""Coffee maker"", ""High chair"", ""Cooking basics"", ""Luggage dropoff allowed"", ""Dining table"", ""First aid kit"", ""Bathtub"", ""Ski-in/Ski-out"", ""Drying rack for clothing"", ""Baby bath"", ""Refrigerator"", ""Hot water"", ""Board games"", ""Wine glasses"", ""Essentials"", ""Dishes and silverware"", ""Kitchen"", ""Central heating"", ""Extra pillows and blankets"", ""Dedicated workspace"", ""Shower gel"", ""Children\u2019s dinnerware"", ""Pack \u2019n play/Travel crib"", ""Hangers""]",$66.00,0,92,4.71,4.77,4.73,4.9,4.89,4.85,4.75,t
33,Ciasa Lino Aloch,"-Pets are not allowed -Ski deposit with ski boots dryer in common with the other apartments  This 50m2 vacation apartment is located in San Giovanni di Fassa , a small community at the foot of the Dolomite mountains in the Fassa Valley in northern Italy's Trentino-South Tyrol area The apartment consists of a living room, a well-equipped kitchen, a bedroom as well as one bathroom and can therefore accommodate 3 people. Other things to note The apartment features Wi-Fi, ski storage, deck chairs and a washing machine. Children are allowed and a baby bed and a highchair are provided (upon request). Guests can enjoy the spectacular mountain view from the deckchairs provided by the property. There are a variety of restaurants, bars, cafes, and bakeries just 1 to 3 minutes (1 km or less) by car in the village of Pozza di Fassa. The apartment is also just 1 minute (300 meters) by car from the Ski Area Buffaure-Ciampac and from the Skistadium Alloch",https://a0.muscache.com/pictures/prohost-api/Hosting-51930306/original/626c63b5-9152-4b1d-a0ea-f1074c63d2f9.jpeg,2018-07-27,within an hour,f,624.0,t,Entire home/apt,3,1 bath,1.0,2.0,"[""Long term stays allowed"", ""Heating"", ""Wifi"", ""Hair dryer"", ""Crib"", ""Oven"", ""Iron"", ""Freezer"", ""Toaster"", ""Free parking on premises"", ""Stove"", ""Bed linens"", ""Washer"", ""Hot water kettle"", ""Coffee maker"", ""TV"", ""High chair"", ""Patio or balcony"", ""Refrigerator"", ""Essentials"", ""Dishes and silverware"", ""Kitchen"", ""Microwave""]",$89.00,88,3,4.67,4.67,5.0,5.0,5.0,5.0,4.33,t
34,Appartamento in Valdaone,Praso è il posto ideale per chi vuole passare una vacanza in tranquillità. Possibilità di moltissimi itinerari in montagna e mountain-bike.,https://a0.muscache.com/pictures/6022dde0-992a-49b6-a15d-284215398a3a.jpg,2016-03-02,within a few hours,f,3.0,t,Entire home/apt,3,1 bath,2.0,2.0,"[""Long term stays allowed"", ""Essentials"", ""Free parking on premises"", ""Host greets you"", ""Heating"", ""Shampoo"", ""Hair dryer"", ""TV"", ""Smoke alarm"", ""Kitchen"", ""Refrigerator"", ""Hot water"", ""Hangers""]",$45.00,2,8,4.5,4.5,4.88,4.5,4.25,4.57,4.29,t
35,Rossetti for 9 persons,"Note: You can directly book the best price if your travel dates are available, all discounts are already included. In the following house description you will find all information about our listing. 4-room apartment 100 m2 on 2nd floor. Beautiful and cosy furnishings: living/sleeping room with 1 double sofabed, dining nook and TV. Exit to the balcony. 1 room with 1 french bed (160 cm), TV. Exit to the balcony. 1 room with 2 beds (80 cm). 1 room with 1 bed (80 cm), 1 french bed (160 cm... The space ...), TV. Open kitchen (oven, dishwasher, 4 ceramic glass hob hotplates, kettle, freezer). 2 showers/WC. Gas heating. 2 balconies. Balcony furniture. Facilities: washing machine, children's high chair, baby cot. Internet (WiFi). Reserved parking (2 cars) at the house. Please note: non-smokers only. Maximum 1 pet/ dog allowed. Additional service charges may have to be paid locally on-site, see house rules and house manual for details. Please don'",https://a0.muscache.com/pictures/prohost-api/Hosting-49308500/original/80be056d-8248-4ed8-9715-4ba39c484bab.jpeg,2017-05-20,within an hour,t,52.0,t,Entire home/apt,9,2 baths,3.0,6.0,"[""Washer"", ""Long term stays allowed"", ""Heating"", ""Wifi"", ""TV"", ""Crib"", ""Kitchen"", ""Oven"", ""Dishwasher"", ""Freezer"", ""Hangers""]",$15.00,73,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,t
36,Casa vacanze Arco 3 Lago di Garda climbing & bike,"Appartamento di 120 mq al primo piano, situato in una zona tranquilla e soleggiata a stretto contatto con la natura, nelle vicinanze della falesia Placche di Baone. La zona offre anche la possibilità di praticare numerosi sport. Disponibile parcheggio auto privato e un deposito per bici ed attrezzatura sportiva. The space L'appartamento è composto da una cucina attrezzata, da un ampio e luminoso soggiorno con divano letto matrimoniale, due bagni finestrati di cui uno con vasca da bagno. Tre sono le camere matrimoniali, ciascuna con armadio e climatizzatore. A completare il tutto un grande terrazzo che si estende lungo i lati Est e Sud collegando la cucina con il soggiorno. A valorizzare la casa un grande giardino curato con piante d'ulivo. Other things to note Nota sulla PRIVACY: Per accedere all'appartamento sarà richiesto l'invio di copia dei documenti di identità per procedere alla registrazione obbligatoria per legge",https://a0.muscache.com/pictures/miso/Hosting-609739474063603228/original/8d45ad4e-5776-49ec-a1a1-6729dc6e357b.png,2022-04-19,within an hour,f,3.0,t,Entire home/apt,9,2 baths,3.0,5.0,"[""Long term stays allowed"", ""Heating"", ""Wifi"", ""Baking sheet"", ""Hair dryer"", ""Crib"", ""Oven"", ""Freezer"", ""Induction stove"", ""Toaster"", ""Shared fenced garden or backyard"", ""Clothing storage: closet"", ""Children\u2019s books and toys"", ""Private entrance"", ""Free parking on premises"", ""Cleaning products"", ""Private patio or balcony"", ""Air conditioning"", ""Sound system"", ""Washer"", ""Bed linens"", ""Hot water kettle"", ""Coffee maker"", ""TV"", ""Cooking basics"", ""Dining table"", ""First aid kit"", ""Bathtub"", ""Dishwasher"", ""Room-darkening shades"", ""Bidet"", ""Drying rack for clothing"", ""Smart lock"", ""Refrigerator"", ""Hot water"", ""Essentials"", ""Dishes and silverware"", ""Kitchen"", ""Extra pillows and blankets"", ""Dedicated workspace"", ""Microwave"", ""Hangers""]",$160.00,81,3,4.67,5.0,5.0,5.0,5.0,5.0,4.67,t
37,Garden view room (shared bathroom),"The house is located 700 meters from lake Garda and it is surrounded by a big garden. The room is equipped with a 40"" flat tv, blue tooth speakers, hair drier. This room has a shared bathroom. The space The Bed and Breakfast ""Carly's Rooms"" is located just 500 meters from from Lake Garda, very close to the center of Torbole, 10 minutes walk to Riva del Garda and about 4km from the center of Arco. The house has been recently renovated and the forniture is new, it is surrounded by a big garden with tables and sun beds, there are also parking spots available inside the property. There are three rooms: two which share a bathroom and one with private bathroom. There is a common space in the middle, with coffe and tea machine, a small fridge if you need to store something and a microwave. Guest access Guest have access to: their private room, the bathroom which this room shares with another room, the common area and the big garden. <br",https://a0.muscache.com/pictures/miso/Hosting-12047429/original/1b0299ac-a2b4-4339-b9c7-363b9893de8a.jpeg,2016-02-25,within an hour,t,4.0,t,Private room,3,1 shared bath,1.0,2.0,"[""Long term stays allowed"", ""Heating"", ""Body soap"", ""Wifi"", ""Outdoor dining area"", ""Lockbox"", ""Hair dryer"", ""Oven"", ""Iron"", ""Freezer"", ""Toaster"", ""Smoke alarm"", ""Crib - available upon request"", ""Cable TV"", ""Free parking on premises"", ""Fire extinguisher"", ""Shampoo"", ""Lock on bedroom door"", ""Outdoor furniture"", ""Cleaning products"", ""Stove"", ""Clothing storage"", ""Washer"", ""Bed linens"", ""Hot water kettle"", ""Coffee maker"", ""Barbecue utensils"", ""Backyard"", ""Cooking basics"", ""Luggage dropoff allowed"", ""Dining table"", ""Patio or balcony"", ""First aid kit"", ""Dishwasher"", ""Room-darkening shades"", ""Drying rack for clothing"", ""Bidet"", ""Free dryer"", ""Hot water"", ""Wine glasses"", ""Refrigerator"", ""Essentials"", ""BBQ grill"", ""Dishes and silverware"", ""TV with standard cable"", ""Kitchen"", ""Shower gel"", ""Microwave"", ""Hangers""]",$64.00,2,110,4.83,4.89,4.85,4.92,4.92,4.61,4.75,t
38,Rooftop Suite                     022153-AT-070054,"In palazzo storico di pregio, appartamento ristrutturato di 150 mq al 3. e ultimo piano su due livelli, con riscaldamento autonomo . Spazioso, luminoso e silenziosissimo in posizione unica in zona pedonale nel cuore del centro storico a 300 mt dal lago. L'allogio dispone di una delle rarissime terrazze sui tetti del borgo antico di Riva del Garda. The space L'appartamento si trova nel centro storico chiuso al traffico. Si può arrivare in macchina fino a 100 metri dall'alloggio. Parcheggio privato nelle vicinanze a pagamento da concordare. Guest access Biciclette possono essere parchegiate nel cortile chiuso. License number 022153-AT-070054",https://a0.muscache.com/pictures/77573a33-4071-4ca2-8ce2-5ffb5b7ef8f9.jpg,2016-09-19,within an hour,t,4.0,t,Entire home/apt,6,1.5 baths,3.0,3.0,"[""Long term stays allowed"", ""Heating"", ""Wifi"", ""Hair dryer"", ""Carbon monoxide alarm"", ""Oven"", ""Iron"", ""Smoke alarm"", ""Cable TV"", ""Private entrance"", ""Shampoo"", ""Washer"", ""Bed linens"", ""Host greets you"", ""Cooking basics"", ""Dishwasher"", ""Refrigerator"", ""Hot water"", ""Hot tub"", ""Essentials"", ""Dishes and silverware"", ""TV with standard cable"", ""Kitchen"", ""Hangers""]",$201.00,71,122,4.96,4.97,4.99,4.97,4.98,4.97,4.79,f
39,Grazioso appartamento con incantevole vista,"Grazioso appartamento situato a Canazei, dotato di due camere da letto, cucina e soggiorno. Dalla terrazza si gode della vista del Gran Vernel Codice CIPAT 022039-AT-059300",https://a0.muscache.com/pictures/5e412782-2401-496c-b14c-e766772832a6.jpg,2018-03-04,within an hour,t,1.0,t,Entire home/apt,5,1 bath,2.0,4.0,"[""Long term stays allowed"", ""Heating"", ""Wifi"", ""Baking sheet"", ""Hair dryer"", ""Oven"", ""Iron"", ""Freezer"", ""Toaster"", ""Clothing storage: closet"", ""Free parking on premises"", ""Private patio or balcony"", ""Free washer \u2013 In unit"", ""Stove"", ""Bed linens"", ""Coffee maker"", ""Cooking basics"", ""Dining table"", ""Dishwasher"", ""HDTV"", ""Bidet"", ""Refrigerator"", ""Hot water"", ""Wine glasses"", ""Essentials"", ""Dishes and silverware"", ""Kitchen"", ""Extra pillows and blankets"", ""Hangers""]",$100.00,80,40,4.8,4.83,4.95,4.9,4.83,4.73,4.78,t
40,Montanara Chalet - Appartamento Lagorai,"Appartamento con due camere e un bagno. Arredato in stile montano con vista meravigliosa sulla valle dell'Adige. The space Potete godere di un appartamento finemente arredato in stile montano moderno dove pezzi di design si mescolano a piccoli pezzi della tradizione locale.. La casa è completamente dedicato a voi per un soggiorno di relax senza rinunciare ad alcun confort e soprattutto alla meravigliosa vista sulla catena montuosa del Lagorai Guest access avrete a disposizione l'intera casa compost da due camere da letto, un grande soggiorno e un bagno. Other things to note La casa si trova nel paese di Fai della Paganella, a 500 metri dagli impianti di risalita e a 500 metri dal centro. Direttamente da casa potrete partire per le vostre passeggiate e raggiungere le Malghe in Paganella o sul Monte Fausior piuttosto che la meravigliosa Croce di Fai.",https://a0.muscache.com/pictures/463120cb-5e25-4155-b4e7-c5733dde40c3.jpg,2017-07-28,within an hour,t,3.0,t,Entire home/apt,4,1 bath,2.0,4.0,"[""Long term stays allowed"", ""Heating"", ""Wifi"", ""Microwave"", ""Hair dryer"", ""Babysitter recommendations"", ""Crib"", ""Oven"", ""Iron"", ""Children\u2019s books and toys"", ""Free parking on premises"", ""Shampoo"", ""Private patio or balcony"", ""Free washer \u2013 In unit"", ""Paid dryer \u2013 In unit"", ""Stove"", ""Private garden or backyard"", ""Bed linens"", ""Security cameras on property"", ""Coffee maker"", ""TV"", ""High chair"", ""Cooking basics"", ""Luggage dropoff allowed"", ""Dishwasher"", ""Room-darkening shades"", ""Baby bath"", ""Smart lock"", ""Refrigerator"", ""Hot water"", ""Essentials"", ""BBQ grill"", ""EV charger"", ""Dishes and silverware"", ""Kitchen"", ""Changing table"", ""Extra pillows and blankets"", ""Dedicated workspace"", ""Children\u2019s dinnerware"", ""Pack \u2019n play/Travel crib"", ""Hangers""]",$179.00,44,18,5.0,5.0,4.89,4.83,4.94,4.94,4.89,t
41,"Bosco e natura, trilocale grande e molto comodo!","Disponibile per le vostre vacanze invernali/estive appartamento al piano terra con due camere da letto. Composizione: soggiorno con pavimento in legno, angolo cottura con lavastoviglie, vetrata, balcone, bagno, due camere da letto. Posto auto e cantina, due balconi. L'accesso alla pista con normali condizioni di innevamento è diretto in quanto la pista passa dietro alla casa. Dall'appartamento si può partire direttamente per escursioni a piedi, in mtb, ricerca di funghi o semplici passeggiate. The space L'appartamento si presenta in buono stato ed è composto da ingresso, soggiorno con pavimento in legno dotato di ampia vetrata con zona pranzo, angolo cottura, bagno con vasca doccia, zona notte con piastrelle finto legno composta da una camera matrimoniale e camera con 4 letti a castello. Le due camere hanno in comune l'accesso al balcone con entrate tramite porte finestre separate. Il soggiorno gode di un balcone con accesso al giardino con",https://a0.muscache.com/pictures/f8e605c5-08f7-4d33-964b-6b1e2a4f78e8.jpg,2013-09-10,within a few hours,f,14.0,t,Entire home/apt,6,1 bath,2.0,5.0,"[""Long term stays allowed"", ""Heating"", ""Hair dryer"", ""Oven"", ""Free street parking"", ""Private entrance"", ""Free parking on premises"", ""Fire extinguisher"", ""Private patio or balcony"", ""Stove"", ""Single level home"", ""Coffee maker"", ""TV"", ""Backyard"", ""Cooking basics"", ""Luggage dropoff allowed"", ""Dishwasher"", ""Bathtub"", ""Ski-in/Ski-out"", ""Refrigerator"", ""Hot water"", ""Dishes and silverware"", ""Kitchen"", ""Extra pillows and blankets"", ""Hangers""]",$114.00,1,14,4.64,4.64,4.64,4.86,4.79,4.71,4.5,f
42,Stanza dello Sciatore con angolo cottura,"Calda e accogliente stanza privata dotata di angolo cottura con lavastoviglie in una mansarda al primo piano a Soraga, in Val di Fassa. Ingresso all'appartamento in comune e stanza situata accanto alla porta principale in modo da avere tutta la privacy necessaria e non dover attraversare spazi privati. La stanza ha un piccolo balcone con vista che può essere utilizzato come deposito sci e attrezzature. Parcheggio auto gratuito sotto casa.",https://a0.muscache.com/pictures/9f39359c-94b4-419f-b677-bbf0632da784.jpg,2015-09-11,within a few hours,t,3.0,t,Private room,4,1 private bath,1.0,1.0,"[""Long term stays allowed"", ""Wifi"", ""Outdoor dining area"", ""Baking sheet"", ""Hair dryer"", ""Crib"", ""Free street parking"", ""Iron"", ""Freezer"", ""Clothing storage: closet"", ""Private entrance"", ""Free parking on premises"", ""Lock on bedroom door"", ""Outdoor furniture"", ""Sauna"", ""Fire pit"", ""Cleaning products"", ""Free washer \u2013 In unit"", ""Stainless steel oven"", ""Single level home"", ""Coffee maker"", ""High chair"", ""Backyard"", ""Cooking basics"", ""Luggage dropoff allowed"", ""Dining table"", ""Patio or balcony"", ""Dishwasher"", ""Bidet"", ""Drying rack for clothing"", ""Refrigerator"", ""Hot water"", ""Outlet covers"", ""Essentials"", ""Dishes and silverware"", ""Kitchen"", ""Central heating"", ""Changing table"", ""Extra pillows and blankets"", ""50\"" HDTV with Amazon Prime Video"", ""Dedicated workspace"", ""Pack \u2019n play/Travel crib"", ""Hangers""]",$75.00,90,14,4.86,4.64,4.86,5.0,4.79,4.86,4.71,t
43,Residenza Luce in Centro ad Andalo,"Appartamento Polluce è al secondo piano di Residenza Luce, dotata di ascensore. Si affaccia su Piazza Centrale con due ampi balconi ben esposti. La palazzina è a soli 100 metri dagli impiati di risalita, nella zona pianeggiate di Andalo, con tutti i negozi a soli due passi. E' stato ristrutturato recentemente e è dotato di tutto l'occorrente per passare una vacanza all'insegna del relax.",https://a0.muscache.com/pictures/c6d5d526-53a6-4fd1-a192-a3d23eed3298.jpg,2016-12-18,within an hour,f,5.0,f,Entire home/apt,5,2 baths,2.0,5.0,"[""Washer"", ""Essentials"", ""Elevator"", ""Free parking on premises"", ""Heating"", ""Wifi"", ""Hair dryer"", ""TV"", ""Kitchen"", ""Hangers""]",$120.00,0,1,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f
44,Double room in large apartment,"Spacious double room with private bathroom, bath and shower, in large apartment overlooking the city centre. The space wonderful and quiet location Guest access kitchen, living room",https://a0.muscache.com/pictures/52221541/f4988260_original.jpg,2013-06-09,within a few hours,f,3.0,t,Private room,2,1.5 baths,1.0,2.0,"[""Long term stays allowed"", ""Heating"", ""Wifi"", ""Hair dryer"", ""Carbon monoxide alarm"", ""Crib"", ""Iron"", ""Smoke alarm"", ""Fireplace guards"", ""Children\u2019s books and toys"", ""Free parking on premises"", ""Shampoo"", ""Indoor fireplace"", ""Washer"", ""Bed linens"", ""TV"", ""High chair"", ""Luggage dropoff allowed"", ""Bathtub"", ""Room-darkening shades"", ""Hot water"", ""Kitchen"", ""Extra pillows and blankets"", ""Children\u2019s dinnerware"", ""Hangers""]",$65.00,1,2,5.0,5.0,5.0,5.0,5.0,4.0,5.0,f
45,Bilocale a Ponte Caffaro,"Bilocale a 2 minuti dal centro del paese, con molte attività commerciali vicine. a 10 minuti a piedi dalla spiaggia. La zona è principalmente tranquilla. Ci sono i parcheggi pubblici gratuiti vicino all'appartamento per posteggiare l'auto.",https://a0.muscache.com/pictures/miso/Hosting-646837976672364583/original/ab88eef3-2fc0-44bd-a9e0-40d1a60188f3.jpeg,2019-01-11,within a few hours,f,1.0,t,Entire home/apt,3,1 bath,1.0,3.0,"[""Long term stays allowed"", ""Single level home"", ""Outdoor dining area"", ""Heating"", ""Carbon monoxide alarm"", ""Kitchen"", ""Bidet""]",$60.00,90,4,4.5,5.0,4.75,4.5,4.5,4.5,4.5,t
46,Residenza al salice  Ledro (022229-AT-063845),"Alloggio nel verde in casa padronale, al centro di un grande prato attrezzato; ampio balcone panoramico; due bagni. Zona tranquilla, comoda per il Lago di Ledro, facilmente raggiungibile tramite ciclabile. Parcheggio privato. Ammessi animali domestici di piccola taglia (un solo esemplare). The space Adatto a famiglie o gruppi, con l'opportunità di godere dello splendido prato privato. Guest access Parcheggio privato , giardino atrezzato . Other things to note Disponibile deposito biciclette. Su richiesta lenzuola e asciugamani",https://a0.muscache.com/pictures/9d3fcca3-8207-42a6-b746-e37f820cb7ad.jpg,2018-08-21,within an hour,t,2.0,t,Entire home/apt,7,2 baths,3.0,5.0,"[""Long term stays allowed"", ""Heating"", ""Wifi"", ""Laundromat nearby"", ""Outdoor dining area"", ""Baking sheet"", ""Hair dryer"", ""Crib"", ""Oven"", ""Iron"", ""Freezer"", ""Toaster"", ""Free parking on premises"", ""Shampoo"", ""Lake access"", ""Cleaning products"", ""Private patio or balcony"", ""Stove"", ""Washer"", ""Host greets you"", ""Hot water kettle"", ""Backyard"", ""Cooking basics"", ""Luggage dropoff allowed"", ""First aid kit"", ""Bathtub"", ""HDTV"", ""Dishwasher"", ""Drying rack for clothing"", ""Refrigerator"", ""Hot water"", ""Essentials"", ""Dishes and silverware"", ""Kitchen"", ""Extra pillows and blankets"", ""Dedicated workspace"", ""Shower gel"", ""Microwave"", ""Hangers""]",$65.00,0,2,5.0,5.0,5.0,5.0,4.5,5.0,5.0,t
47,Marilleva  1400  Winter & Summer,"L’appartamento si trova presso il residence Sacha ed è esposto per l’intera giornata al sole, affacciato al bosco raggiungibile dal giardino privato, dotato di barbecue e tavolo. Ideale per il periodo estivo per chi ama la natura nella totale riservatezza, unico per gli amanti degli sport invernali a ridosso delle piste e agli impianti di risalita. The space L’alloggio è dotato di posto auto riservato e coperto, dispone di deposito sci e scarponi. L’appartamento recentemente ristrutturato e di nuovo arredo è composto da cucina completa di lavastoviglie, forno, frigo e congelatore. Il bagno dispone di 2 lavabo separati, da cabina doccia, bidet e lavatrice, camera matrimoniale con armadio, una camera con due letti singoli e armadio e un divano letto matrimoniale posto nel soggiorno, dotato di televisore e telecomando. Riscaldamento autonomo. L’appartamento prima di essere consegnato verrà sanificato in base alle nuove normative COVID-19. ",https://a0.muscache.com/pictures/miso/Hosting-52055970/original/70aaa75d-b067-4309-8d4e-8ec14bbcd376.jpeg,2021-08-22,within an hour,f,1.0,t,Entire home/apt,5,1 bath,2.0,4.0,"[""Cleaning before checkout"", ""Long term stays allowed"", ""Outdoor dining area"", ""Baking sheet"", ""Hair dryer"", ""Oven"", ""Clothing storage: dresser and closet"", ""Freezer"", ""Free parking on premises"", ""Fire extinguisher"", ""Outdoor furniture"", ""Fire pit"", ""Cleaning products"", ""Stove"", ""Outdoor shower"", ""Washer"", ""Single level home"", ""Hot water kettle"", ""Coffee maker"", ""Barbecue utensils"", ""TV"", ""Backyard"", ""Cooking basics"", ""Dining table"", ""Patio or balcony"", ""Dishwasher"", ""Ski-in/Ski-out"", ""Room-darkening shades"", ""Bidet"", ""Drying rack for clothing"", ""Refrigerator"", ""Hot water"", ""BBQ grill"", ""Dishes and silverware"", ""Kitchen"", ""Central heating"", ""Extra pillows and blankets"", ""Dedicated workspace"", ""Hangers""]",$145.00,89,7,4.14,3.86,4.43,3.86,4.14,3.57,3.71,f
48,Villa nel verde - CIPAT 022114-AT-770602,"Nice apartment in a detached house with garden and own space in Mezzana-Val di Sole; services (church, tourist office, playground, bike path, shops, bar, restaurant-pizzeria, bakery, dairy, bank and post office) within walking distance; free bus snow stop at 20 meters. The accommodation is spread over 2 floors. Fresh vegetables free during the summer. The ideal solution for smart-working (price to be agreed) The space The Valley has a strong tourist vocation in summer and winter. Immediately reachable the ski area Madonna di Campiglio, Marilleva, Folgarida; proximity to the ski lifts of Pejo and Passo Tonale. Possibility of cross-country skiing, ski mountaineering, snowshoeing. Wonderful cycle path that develops along the course of the river Noce, ideal place for summer water sports (canoeing, kayaking, rafting. . . ); starting point for beautiful walks in nature, for trekking to pleasant alpine lakes and renowned mountain huts, for climbing the peaks o",https://a0.muscache.com/pictures/41f05034-58c9-465a-9c2b-8e8e2bb1be98.jpg,2017-07-16,within a day,f,1.0,f,Entire home/apt,4,1.5 baths,2.0,3.0,"[""Long term stays allowed"", ""Heating"", ""Laundromat nearby"", ""Pour-over coffee"", ""Hair dryer"", ""Stainless steel gas stove"", ""Baking sheet"", ""Oven"", ""Free street parking"", ""Iron"", ""Freezer"", ""Private entrance"", ""Free parking on premises"", ""Shampoo"", ""Indoor fireplace"", ""Bed linens"", ""Coffee maker"", ""TV"", ""Backyard"", ""Cooking basics"", ""Patio or balcony"", ""Dishwasher"", ""Ski-in/Ski-out"", ""Washer \u2013\u00a0In unit"", ""Refrigerator"", ""Hot water"", ""Essentials"", ""EV charger"", ""Dishes and silverware"", ""Kitchen"", ""Building staff"", ""Extra pillows and blankets"", ""Shower gel"", ""Hangers""]",$70.00,62,2,4.5,4.5,4.5,5.0,5.0,4.5,4.5,f
49,Residenza Casale 4/6 posti letto,"Situata nel centro dell’abitato di Ponte Arche, ai piedi delle Dolomiti di Brenta e proprio di fronte al parco termale, la nostra Residenza Casale offre appartamenti dotati di tutti i comfort, arredati in legno, con balcone o terrazza. The space I nostri appartamenti dispongono di 2 camere da letto e un angolo cottura completamente accessoriato, sono dotati di TV, divano letto, lavastoviglie, bagno con phon e piatto doccia, asse e ferro da stiro, connessione Wi-Fi gratuita e tutta la biancheria necessaria per la camera, il bagno e la cucina con cambio settimanale. Guest access Troverete una sala lavanderia comune con lavatrice e asciugatrice, una sala giochi per bambini con accesso alla terrazza all'aperto, un deposito biciclette e un parcheggio coperto gratuito.",https://a0.muscache.com/pictures/32174431/f6a9d1ec_original.jpg,2014-02-18,within an hour,f,2.0,f,Entire home/apt,5,1 bath,2.0,5.0,"[""Washer"", ""Essentials"", ""Elevator"", ""Free parking on premises"", ""Heating"", ""Fire extinguisher"", ""Wifi"", ""Hair dryer"", ""TV"", ""Smoke alarm"", ""Kitchen"", ""Iron"", ""Dryer""]",$51.00,0,6,4.67,4.67,4.83,4.83,4.83,4.5,4.5,f
