Unnamed: 0,Date,Name,Reviews
110,2019-05-05,Galina,"Very nice place. I strongly recommend. The house is located at quiet street. A bit away from city center, but just 15 minutes walk from Blue Garden trade center and 20 minutes from the Lake. The apartment is very clean. The balcony is huge. I mean it - you could dance at the balcony. There are decent windows ( with double packets) in place - good for cold weather and protection from outside sound. Fast response heating. Amazing view on the mountains from 3 sides of the house - a rare thing. Small internal garden used by our kid. Also Roberto and his family were very helpful."
111,2019-05-01,Marcin,Perfect place with perfect tarrace in perfect location with perfect host. Highly recommend it!
112,2019-04-27,Maria,Bellissimo appartamento a 5min dal centro di Riva del Garda. Grande terrazzo con bellissima e rilassante vista. Attrezzato di lettino e seggiolone per gli ospiti più piccoli. Pulizia impeccabile. Grande cordialità del host.
113,2019-04-25,Louise,"We absolutely loved our stay at Roberto's! Excellent location- not directly in Riva centre, but in a very attractive area closeby with it's own church and feel, meanwhile within an easy 25 min walk. The private terrace of the flat is large and with beautiful views, and the flat itself is spacious, sparkling clean and well-equipped for cooking. Parking was easy and Roberto's family gave us a very warm welcome. Thank you!"
114,2019-04-23,John,"Super tolle Wohnung, sehr netter Vermieter, wie seine Familie, die mit uns den Check-in vorgenommen hat. Sehr zu empfehlen***** ...und wir kommen wieder..."
115,2019-04-19,Kirsten,"It was really amazing. It was super cozy. They even had olive oil, sugar, pepper salt,... Very well equipped kitchen. The balcony is soo nice. The area is quite and beautiful. Within 10 min by foot you can be in the city center. Riva bike shop was excellent. We went biking for 2 days, one more would have been perfect. We totally loved it . The hosts were so lovely. Thank you!!!"
116,2019-04-04,Alisa,"Beautifully designed apartment with lots of light and a terrace of your dreams. Spotlessly clean bathroom and kitchen. It felt like home being there. I’ve met Roberto and his sister, amazing hosts that are easy to communicate with and also willing to help a bit extra. The only thing is that it is a bit far from city center, about 20-25 minutes of walking, but I think it is mentioned in the profile so it wasn’t a surprise for us."
117,2019-03-30,Katerina,"Its a perfect place to explore Garda lake.everything was super clean, service is amazing!i would definitely come back again"
118,2019-03-27,Sarah,"Roberto's place was very very lovely! We enjoyed sitting on the patio each morning and having breakfast with a great view! House was clean with all the needed amenities, including in the kitchen. The neighborhood was very quiet. We didn't meet Roberto, but his sister checked us in and his parents (who live downstairs) were very welcoming! Highly recommend staying here. It is a 15ish minute walk to the lake and about 30 minute walk to the historical center of town. We were able to use the family laundry machine and that was very handy too!"
119,2019-03-17,Simon,"Super Unterkunft, sauber, groß, nette Gastleute, schneller Check-In 👍"
120,2019-03-03,Claudia,"Appartamento carino, comodo, pulito con un terrazzo splendido. Padroni di casa gentilissimi e disponibilissimi. Posso solo consigliarlo."
121,2019-02-22,Thomas,"Sehr saubere und schöne Unterkunft mit tollem Balkon und vielen Details bei der Ausstattung. Sehr freundliche und hilfreiche Begrüssung. Wir kommen gerne mal wieder, wenn wir am oberen Gardasee eine Unterkunft suchen. Auch unsere Hündin hat sich sehr wohl gefühlt und die Freiheit im umzäunten Garten genossen."
122,2019-02-20,Georgi,"Spacious and stylish, Roberto's place was a little haven for us in Riva del Garda. We could walk to most places within 30 minutes and the apartment was very comfortable. An added bonus for us was the host's garden with a trampoline for our 3 year old. The welcome drink, snacks and coffee were a lovely surprise too. We would definitely return!"
123,2019-01-03,Newshynebyelena,Tranquillità e pulizia ! Vista fantastica
124,2018-12-30,Fabio,"Eravamo io e mia moglie, siamo stati accolti calorosamente, abbiamo anche trovato un prosecco di benvenuto. L'appartamento è molto bello, luminoso, bellissima la terrazza. Roberto e sua madre sono stati sempre gentili e disponibili. Estremamente soddisfatti!"
125,2018-12-26,Krzysztof,Appartamento veramente bello è comodo. Grande zona giorno e una terrazza molto bella. Posizione leggermente distante dal centro di riva (2km) ma in una localita molto Tranquilla. Molto pulita e host davvero disponibili. Noi abbiamo soggiornato con 2 labrador nel periodo di natale. Tutto perfetto
126,2018-11-18,Luigi,"Casa stupenda, siamo andati per stare un weekend , un luogo giusto per rilassarsi molto tranquillo e silenzioso, Roberto molto gentile , e disponibile. Ci hanno accolto i suoi genitori anche loro gentili e disponibili per ogni cosa!"
127,2018-11-12,Cesare,"L'appartamento ampio, pulito e molto ordinato. Roberto è stato gentilissimo e disponibile. Grazie."
128,2018-11-01,Moritz,"Es waren wunderschöne Tage in einem wunderschönen Appartment, können wir nur weiterempfehlen!"
129,2018-10-20,Julia,"Robertos house is a beautiful place, very very nice renovated, very clean and very spacious. It is in a nice quiet area and in walking distance to downtown Riva. Right around the corner is a little grocery store, where you can get what you need for breakfast to start your day on the huge balcony. The whole apartment is equipped with everything you need, deck chairs, clothes horse, coffee and filter, olive oil, maps of the area, books, really everything! And if you forgot something at home like we forgot the charger, Roberto helps you out immediately. The car can be parked right in front of the house and mountainbikes find a safe and secured place in the basement. We met several family members and they all were so kind, friendly, helpful and nice, so we felt welcome from the very beginning! Thank you!! We had a great time there and we are looking forward to come back for our next mountainbike vacation!"
130,2018-10-16,Barbora,"The flat is just wonderful, the view from terace every morning is the best start of the day. It is in quite location, not in the noisy center, but still easy to reach the night life when desired. If we come again to Garda, Roberto´s flat will be the first choice."
131,2018-10-10,Sabine,"Ein zweites Mal in Riva, was ein schönes Fleckchen, mild , sonnig doch nicht zu heiß, genau richtig, um tiefenentspannt auf Robertos großartigem Balkon im Liegestuhl zu liegen, dem Gesang der vielen Vögel zu lauschen, auf Olivenbäume, Palmen und Zitrusfrüchte zu schauen und die riesigen Berge zu betrachten . Die dicken Riesen sind und schon richtig ans Herz gewachsen. Diesmal hatten wir unsere Räder dabei. Wir sind ganz normale Radler und haben viele tolle Strecken für uns gefunden. Am Gebirgsflüsschen entlang, im Anblick der gewaltigen Felsen und entlang an Weinfeldern... da kann man die Seele baumeln lassen. Danach haben wir oft gekocht und da ist einfach alles da, was man braucht. Wir haben auch ein zweites Mal hier noch längst nicht alles gesehen. Ein guter Grund uns wiederzukommen . Danke sagen Sabine und Jürgen"
132,2018-09-25,Maja,"Robert's apartment is huge a very bright and comfortable place with an amazing terrace. His lovely parents warmly welcomed me, his Dad even speaks some German! With a bike you are at the lake and in the centre of Riva in only 5 minutes which makes this place a perfect base station for your stay at the Lago di Garda. Highly recommended!"
133,2018-09-21,Gert,"Superschönes Appartment mit sehr guter, gehobener Ausstattung, traumhafte Terrasse mit Ausblick, sehr guter Vermieter"
134,2018-09-16,Roland,"Die Unterkunft liegt schön und ruhig im alten Ortskern unterhalb der romantischen Villa Lutti im Ortsteil Alessandro. Ein Alimentari ist in der Nähe, die Backwaren dort sind aber für deutsche Bäckereikunden unzumutbar. Roberto und seine Eltern sind tolle Gastgeber und sprechen richtig gut Deutsch. Die Wohnung im 1926 errichteten Haus ist großzügig, sehr sauber, sehr schön hergerichtet, vor allem das Bad ist wirklich klasse. Eine richtig große Terrasse ist perfekt und lässt neben einem schönen Blick in die Umgebung auch den wundervollen Garten überblicken, in dem unter anderem Palmen, Olivenbäume und Granatäpfel wachsen. Das Zentrum ist zu Fuß in ca. 20 Minuten zu erreichen, der Strand in 10 Minuten. Wer am nördlichen Gardasee schöne Tage verbringen will, ist hier gut aufgehoben."
135,2018-09-14,Anna,Wir verbrachten 11 Nächte in dem Apartment von Roberto und fühlten uns dort sehr wohl. Alles war nahezu perfekt! Wir kommen sehr gerne wieder :))
136,2018-09-02,Andreas,"Beautiful, sparkling clean apartment with everything you need and just 10 minutes by foot from the lake. Check-in was a breeze and Roberto was always reachable. The apartment has a very comfortable bed and is very stylish. Thanks for everything, a truly great stay."
137,2018-08-31,Konstantinos,Wir sind mit 2 Kindern angereist( 1 und 3). Es gibt zwar nur ein Schlafzimmer aber das war überhaupt kein Problem da es ein Reisebett für die kleine und ein Klappbett für den Großen gab. Unser Bett war sehr bequem. Die Wohnung war sauber und hell. Das Highlight der Wohnung ist der Große Balkon mit dem echt schönen Ausblick auf dem Berg. Roberto war immer hilfsbereit und hat sehr schnell auf unsere nachrichten geantwortet. Die Küche war gut ausgestattet und es gab alles was man so braucht. Wir können die Unterkunft von Roberto nur empfehlen und wir werden wieder kommen.
138,2018-08-05,Bente,The appartment is very nice and very cleab. Everything was good.
139,2018-08-01,Sandra,"Roberto and his family are wonderful and generous hosts. Check in was easy and communication throughout our entire stay was fast and easy. The apartment is large enough for 4-5 people. The Master bedroom offers a letto doppio (king size) and a twin pull out chair which was pretty comfortable for an adult. The living room offers a queen sized pull out sofa which was fairly comfortable. The living room/sleeping area is separated by waist hight storage cubicles which offers some privacy. The bathroom is brand new and sports the newest style with a large shower. The kitchen offered basically everything you need to prep a simple meal. The best part of the place is definitely the terrazza - large enough for a big dining table and 4 large lounge chairs. The sun sail offers shade during the hot summer months. Our kids were welcomed to play in the very large and luscious garden - we even got some fresh veggies and herbs form the family garden. The garden is beautiful but beware of the mosquitos. The view from the terrazza: overlooking the garden and part of the village. You can not see the lake but get a nice view of the surrounding mountains. From the apartment to the lake its about 10-15 minutes walk, downtown Riva 30-40 minutes. There is a tiny store close by where you can get bread, milk and a news paper. The next grocery store is about a 5 minutes with the car. The car can be parked on the premises (entirely fenced in) and bikes can be stored indoors. The internet was spotty on some days, but when it worked it worked very well. There is no air-condition (2 fans are provided) but during our stay in late July the nights cooled down enough to offer a refreshing breeze. The apartment is beautiful and sparkling clean with absolutely wonderful hosts. If you don't mind being outside of Riva or have a bike or a car than this is the place for you - quite and relaxing with a personal touch. "
140,2018-07-10,Taina,"Todella ihana asunto ja tunsin itseni tervetulleeksi. Oma rauha, viihtyisä ympäristö. Vahva suositus ☺️"
141,2018-07-08,Andre,"Al 1x eerder gebruik gemaakt van het appartement. Het is geweldig mooi, schoon en het ligt zeer mooi. Echt een aanrader."
142,2018-06-24,Dominik,Sehr schönes und modern eingerichtetes Appartment in ruhiger Lage. Mit dem Fahrrad sind es ca. 5 min zum See. Roberto und seine Familie haben uns herzlich empfangen und viele Tipps für unsere täglichen Mountainbike-Touren gegeben. Wir empfehlen die Unternkunft zu 100% weiter und planen selbst im nächsten Jahr wieder dieses Appartment zu buchen.
143,2018-06-16,Monika,"Great and clean apartment, there is really beautifull view from the terrase. Robert is very heplfull. Perfect also with kids. Recomended. "
144,2018-06-14,Christina,"Es war ein wunderschöner & traumhafter Urlaub in der Wohnung von Roberto ! Die Wohnung ist sehr modern ausgestattet! Wir sind von Ihm & seiner Familie herzlichst empfangen worden ! Alles war perfekt, nichts hat gefehlt ! Top Lage, wir waren zu Fuß in ca. 15 Gehminuten an der Strandpromenade! Wir kommen definitiv wieder !"
145,2018-06-04,Prisca,"We had a lovely stay in this wonderful quiet apartment. It is located a few minutes bike ride from the sea, but it is totally worth it! Everything as described and shown on the photos. Warm welcome by Roberto. He and his family were always available when we needed something. Absolutely recommendable!"
146,2018-05-28,Heidi,"We had a fantastic time in Roberto's place. The apartment is located about 2 km from the lake and you will need a bike or car to get to places. The advantage of this is that it is very quiet and relaxing. With Roberto's parents living on the ground floor, it is Airbnb at its best, authentic, friendly and home from home. The balcony is a dream, we spent most our time outside. The views are down to the town (no lake view) and to the sides you can see the mountains. The beds are very comfortable, the kitchen is well equipped and the house is spotless. If you are British, do not expect a kettle or microwave, this is not standard in an Italian house. We brought our own bikes in bike bags and needed to assemble them. Roberto's dad was very helpful, he pumped up the tyres with a compressor and made sure we could lock them up safely. We also asked for an earlier check-in and later check-out (by 1 hour) to fit in with our flight times and Roberto was very accommodating. We would certainly go there again."
147,2018-05-25,Veronika,Great host! Family was very sweet.
148,2018-05-19,Daphnée,Logement très propre et bien aménagé dans un quartier tranquille. Nous avons tout fait à pied. Un beau sentier se rend au lac qui n'est pas très loin. Vu à couper le souffle. Roberto est très accueillant. Nous avons appréciez les jours passés à Riva del garda. Nous reviendrions.
149,2018-05-12,Rosslava,Roberto's place is perfect for spending some days at Lago di Garda. The location is very quiet and perfect for relaxing. There is a store for basic things near the apartment and the bigger groceries are in a walking distance. We can only recommend it.
150,2018-05-07,Chloé,"This is by far the nicest flat we have ever been with air b n b (and we do this several times a year). Quiet, clean, newly renovated and with all you need. Roberto is very kind et fast responsive. The cherry on the cake is the area where the flat is. The view on the terrasse is superb and the neighborhood absolutely lovely with the fields of olives and forest (Monte Brione) 5min walking distance. It takes 20min walking to Riva center. I highly recommend you to go at Roberto’s place!"
151,2018-05-03,Martin,nice Apartment and great Host
152,2018-04-27,Ewa,"Wszystko było tak , jak opisane w ofercie : czyli : czysty , przestronny apartament z przemiłymi gospodarzami . Spokojna okolica , ale jednocześnie blisko do plaży i centrum miasta . Polecam :)"
153,2018-04-16,Luigi,"Roberto's place was beyond expectations . Spacious with a beautiful terrace . All amenities in place ,well positioned . Roberto's mum was of exceptional help in the absence of Roberto . We recommend this place without hesitation"
154,2018-04-12,Erica,"Прекрасное жильё в потрясающем месте. Хорошие хозяева, подсказали куда съездить и что посмотреть. Час езды от Вероны на машине. Рекомендую."
155,2018-04-09,Giulia,"La casa di Roberto è meravigliosa, pulitissima, accogliente, uno spazio ideale per famiglie e coppie che vogliono godersi Riva. Roberto è stato carinissimo è sempre a disposizione per qualsiasi domanda! Super raccomandato!!!"
156,2018-04-06,Christina,"Wir sind zu 100% zufrieden. Großer Garten mit vielen Spielgeräten für Kids.. Tischtennis, Basketball, Fussball, Spielhaus, Trampolin, Fahrzeuge... Der Balkon hat einen top Ausblick auf die Bergen - so wacht man früh gerne auf. Gartenmöbel auf Balkon für 4 Personen. Betten und Sofa sehr bequem. Küchen Utensilien alle vorhanden. Wir kommen wieder. Fußweg nach Riva - z.b. blue Garden, 15 Minuten. Großer Spielplatz um die Ecke, kleiner Supermarkt 30 m entfernt."
157,2018-03-23,Ben,Der Aufenthalt in Robertos Wohnung hat uns gut gefallen. Die Kommunikation mit Roberto (spricht Englisch) und Robertos Dad (spricht Deutsch) hat hervorragend geklappt – beide sind sehr nett. Die Wohnung im 1. Stock (Treppe) ist modern eingerichtet und verfügt über alles was man für ein paar Tage am Gardasee benötigt. Die Küche ist weitläufig und bietet vergleichsweise geräumige Arbeitsflächen. Der große Balkon ist natürlich ein Highlight. Die Sauberkeit der Wohnung war ebenfalls gut (Endreinigungsgebühr wird generell erhoben). Kleiner Tipp für die Freizeitsportler: Gleich hinter dem Haus beginnt der Spazier- / Wanderweg auf den Brione (oben gibt’s 2 Festungen und natürlich tolle Aussicht auf Arco und Riva). Das Gelände ist optimal für eine schnelle Runde am Morgen… Wir freuen uns schon auf unseren nächsten Besuch!
158,2018-03-18,Alessia,"Il soggiorno a Riva è stato fenomenale!... cercavamo un luogo dove stare un po’ in relax, lontano dalla vita frenetica del lavoro e così è stato! L’appartamento è meraviglioso e fornito di tutto il necessario, questo ha facilitato il clima di relax!... l’host e tutta la famiglia sono stati gentilissimi nell’accoglienza! Valore aggiunto dell’appartamento sono inoltre le finestre della zona giorno che permettono di vedere il panorama esterno e creano una luce stupenda!...possiede anche una terrazza magnifica! Assolutamente da consigliare!... Ancora complimenti anche per il locale, qualcosa di diverso dal solito! Siamo rimasti molto contenti!"
159,2018-03-11,Svetlana,"Roberto is very friendly host. He recommended to us where to have a dinner and places to walk. His apartment is very spacious and cozy. With well equipped kitchen, big bed and great view from a balcony. It was a wonderfull trip."
160,2018-02-07,Stefania,"Appartamento confortevole, pulito, ben arredato e organizzato, con un terrazzo meraviglioso. Host cordiale e disponibile."
161,2018-01-31,Korbinian,"A lovely house in a quiet living area. Great views from the very large and sunny balcony, modern kitchen and everything else you could wish for. Roberto was a great host too, welcomed us very warmly and was available for any questions any time. Recommended!"
162,2018-01-16,Mauricio,"Roberto is a great host. The place is big, all new and clean. The balcony is fantastic, big and with a wonderful view. I hope more people can enjoy this place!"
163,2018-01-07,Alessandro,Proprietari cordiali ed attenti ad eventuali esigenze. Appartamento pulito e curato. Bel paesaggio dall’ampio balcone.
164,2018-01-02,Andrea,"Appartamento molto bello, curato nei dettagli, in zona tranquilla e silenziosa ma allo stesso tempo molto vicino al centro e a tutti i servizi. La terrazza è un oasi di pace e tranquillità dove rilassarsi dopo una giornata di escursioni. Roberto è un host praticamente perfetto: puntuale, preciso e sempre disponibile per consigli e suggerimenti. Una vacanza da ripetere!"
165,2017-12-10,Luca,"Abbiamo soggiornato nell'appartamento di Roberto dal giorno 7/12 al giorno 10/12. Appartamento pulito, luminoso con una cucina ben attrezzata, e un bel terrazzo. Roberto e sua mamma sempre disponibili e molto ospitali. Molto consigliato Luca"
166,2017-11-12,Edina,"Very nice apartment, relatively close to the lake. Beautiful view from the terrace and living room to the mountains. Good parking. Clean and nice smell. We even had fresh roses in the living room:) Roberto and his family were very friendly and helpful they gave us also good recommendation for restaurants. Comfortable beds, good pillows. Well equipped kitchen. We had what we needed. A small shop nearby for breakfast is ideal, for bigger shopping you need a car, but there are no big distances in the city. We had a wonderful stay with our kids and would love to come back."
167,2017-11-01,Stefanie,Great Flat with a great balcony and a perfect kitchen! Amazing bathroom with a wonderful shower.
168,2017-10-21,Sabine,"Mediteranes Flair auf der ganzen Linie. Eine moderne, gut ausgestattete Wohnung, mit einem großzügigen Koch-und Wohnbereich, der nichts zu wünschen übrig lässt. Was du gekocht hast, kannst du auf der großen und gemütlichen Terrasse gleich genießen oder einfach nach dem Essen die Füße auf der Liege hochlegen. Das Bad und die Dusche sind herrlich und ganz modern ausgestattet. Die Wohnung ist hell und bietet zu allen Seiten schöne Ausblicke. Ich bin eine Pflanzenliebhaberin. Es gab so viele Bäume und Pflanzen, deren Früchte ich immer nur aus den Regalen des Supermarktes kannte. Nun weiß ich, wie ein Grantapfel wächst oder ein Khakibaum ausschaut und wie das Ölivenöl aus eurem Garten in die Flasche kommt. Danke dir Roberto und deinen lieben Eltern, die uns ganz viel gezeigt und erzählt haben. Es war ein wunderschöner Urlaub."
169,2017-10-06,Brian,Roberto's place worked out perfectly for us. It was fully equipped with everything we needed if we wanted to eat in or we could do a short walk to down town where all the action is. Roberto's communication was very timely and we will definitely stay here for our return trip to Riva Del Garda.
170,2017-10-03,Matthias,"Everything was better than we ever could have expected! Roberto is a very openminded and a courteous person, just like his complete family. We really enjoyed our stay in this wonderful apartment in a typical Italian house with the wonderful terrace, interior and surroundings. The apartment is a little bit outside of the city of Riva and the tourist spots, so it is just perfect for a calm and relaxing stay. It is also good situated to start some great mountainbike tours. Furthermore for hiking it is just 20 minutes by car to come to some nice starting points."
171,2017-09-28,Liana,"Roberto is a wonderful host who was more than happy to answer any questions we had about Lake Garda during our stay. For us this was the perfect location - between the east and west of the lake. Close enough to everything yet far enough that you're not in the thick of it (note you probably need a car to get there). We walked to and from the lake everyday which wasn't a problem at all, then used he car to go further. Roberto's family were also so accommodating with offers of home-grown fruit and home-made syrups. Roberto's mum was also incredibly kind in letting us use her washing machine. Thank you!"
172,2017-09-24,Ina,"Roberto und seine Familie waren sehr nett und hilfsbereit. Die Wohnung ist top modern und sauber, es gibt nichts zu beanstanden!"
173,2017-09-22,Insa,"Sehr schöne renovierte Wohnung mit toller großer Terrasse mit traumhaftem Blick auf die Berge. Die Wohnung ist sehr komfortabel mit super Bad und sehr gemütlichen Betten. Alles sehr modern eingerichtet. Hier und da fehlen vielleicht ein paar Vorhänge, damit es nicht so hallt in den modernen Räumen. Roberto und seine Familie waren sehr nett und hilfsbereit. Vielen Dank dafür. Wir kommen gerne wieder. Vor allem zum Mountainbiken super gelegen. Erstklassiges Preis-Leistung-Verhältnis!"
174,2017-09-17,Jacqueline,"Roberto und seine Familie sind tolle Gastgeber! Das Apartment ist super modern und sauber, der Balkon mit der Aussicht ist das Highlight. Die Lage ist etwas außerhalb aber voll ok."
175,2017-09-14,Yannick,Das vielleicht beste Preis Leistungsverhältnis in Riva! Roberto und seine Familie sind wirklich eine typische italienische gastfreundliche nette Familie. Wir haben uns sofort wohl gefühlt. Bei Nachfragen sofort reagiert. Die Wohnung ist sehr modern eingerichtet. Sogar die Waschmaschine durften wir benutzen. Die Terasse ist wunderbar zum Sonnen wenn die Sonne scheint (wir hatten leider ziemlich viel Regen). Es war alles da was man benötigt. Ansonsten kann man einfach Roberto fragen. Als letztes das einzige Manko. Die Wohnung ist schon ein Stückchen zum Laufen vor allem in die Stadt. Aber da wir gerne laufen war das ok. Wir würden Roberto zu 100% weiterempfehlen.
176,2017-09-02,Nataliya,"Wir waren zum dritten mal bei Roberto und höchstwahrscheinlich nicht zum letzten mal. Die Lage des Appartments ist gut, etwas weiter vom Strand (ca 1.1 km - 20 Gehminuten) , entfernt vom Trubel der Touristen - denoch ein guter Ausgangspunkt für Wandern, Jogging und Radfahrern. Lebensmittelläden sind in max. zehn Autominuten entfern. Ein klein Lande wie ein Kiosk befindet sich sogar gleich in zwei Gehminuten. Ein gutes Restaurant ""Colombera"" ist nur ca 500m entfernt. Das Appartment selbst ist mit notwendigen Utensilien zum selbst kochen ausgestattet und groß genug für max. vier Personen. Die Terasse lockt zum entspannen ein. Bei Bedarf darf die Waschmaschine mitbenutzt werden. Die Kommunikation mit Roberto ist schnell und unkompliziert. Bei Fragen oder irgendwelchen Anliegen kriegt man schnelle Antwort. Parken kann man ohne Weiteres vor der Tür. Fazit: schöner und entspannter Aufenthalt ist hier garantiert. Danke an Roberto und seine Familie. Bis blad!"
177,2017-08-19,Sean,"The apartment was really well equipped, which is great for people who like to cook. We appreciated the quietness and beautiful view of the expansive terrace. The 20 min walk to the lake is a small price to pay for the calm of being away from the crowds of tourists in town. We'd stay there again."
178,2017-08-16,Marcin,Great place with fantastic tarrace. Very close bus stop you can forgot about car.
179,2017-08-05,Julia,"Der Balkon der Wohnung ist unglaublich, Roberto und sein Vater sind tolle Gastgeber, wir (zwei Erwachsene, zwei Kinder und ein Hund) können die Wohnung nur empfehlen."
180,2017-07-17,Ellen,"Wir waren als Familie 2 Wochen in Robertos Wohnungsbau. Wir sind von seinem Vater sehr herzlich empfangen worden und er hat uns alles Nötigen erklärt. Die Wohnung ist mit allem ausgestattet, was benötigt wird. In nur 5 Min. Entfernung konnte man Brötchen bekommen und somit konnte jeder Tag entspannt auf der großen Terasse mit grandiosen Ausblick auf die Berge beginnen. Die Wohnung ist in einer ruhigen Gegend und die nächste Bushaltestelle nur wenige Minuten entfernt. Leider fahren die Busse nur im Stundentackt. Die nähere Umgebung ist wirklich sehr sehenswert. Wir haben uns sehr wohlgefühlt und können diese Wohnung nur weiterempfehlen. "
181,2017-07-03,Rachel,"We loved our stay in this apartment. The large terrace has gorgeous views and is big enough to have meals on or sunbake. We didnt have a car and found it an easy walk on the path to the lake or for shopping and dining. LOVED that it was a little out of town so it was quiet, no crowds of tourists or crazy traffic to deal with. The apartment was immaculate and had everything we needed. The whole family are so lovely and welcoming, I highly recommend Roberto's to everyone."
182,2017-06-27,Tim,Wir haben uns sehr wohl gefühlt! Eine super Wohnung! Sauber und in einer tollen Lage! Es ist alles vorhanden was man für den Aufenthalt benötigt! Wie kommen gern wieder! Danke für die schöne Zeit!
183,2017-06-25,Erja,"Asunto sijaitsi keskustan ulkopuolella rauhallisella paikalla. Olimme itse liikkeellä autolla, joten liikkuminen oli helppoa ja autolle löytyi vierestä parkkipaikka. Asunto oli valoisa ja kauniisti sisustettu ja todella siisti. Iso parveke oli mahtava. Talossa oli iso puutarha. Emme tavanneet itse isäntää, mutta meidät vastaanottaneet isovanhemmat olivat hurmaavia ja hyvin ystävällisiä. Olimme liikkeellä hellekauden aikana joten oleskelutiloista löytynyt tuuletin oli tositarpeeseen. "
184,2017-06-22,Giovanni,"+ großes, gut ausgestattetes Apartment + sehr Sauber + ruhig gelegen + schöne Aussicht von der großzügigen Terrasse + Baby-Reisebett wurde uns schon ins Schlafzimmer gestellt +++ Vermieter sehr freundlich und hilfsbereit (konnten uns an dem frischen Gemüse im sehr schönen Garten bedienen...Unser Kleiner war auch sehr begeistert von Gigi und Mimi :) - etwas weit vom See entfernt (für uns aber nicht so schlimm, ca. 20 min zu Fuß)"
185,2017-06-11,Ulrike,"Wir haben eine schöne Woche in Robertos Wohnung in Riva verbracht. Seine Eltern die im auch im Haus wohnen, haben uns sehr herzlich in Empfang genommen und gute Tipps gegeben. Die Wohnung ist genau so wie die Bilder sie präsentiert, tolle Terrasse. Sehr zu empfehlen."
186,2017-06-05,Sara,"Ho soggiornato presso la casa di Roberto con il mio compagno, la bimba di 8 mesi ed il cane; appartamento bello, soleggiato, pulito e con una terrazza magnifica. Ubicato in un quartiere tranquillo assicura quiete e riposo per una vacanza al top; inoltre i genitori di Roberto sono delle persone squisite, sempre gentili e disponibili. Ottima comunicazione con Roberto."
187,2017-06-02,Christian,"We had a great time at Roberto's place - everything was just perfect! Unfortunatley we didn't meet Roberto himself, so his parents showed us the house. They were so nice and welcoming and gave us very useful tips regarding the area of Riva del Garda. The house is very clean and tidy and located at a quiet neighborhood. The apartment is equipped very well and looks like it was renovated recently. The terrace is huge and perfect for having breakfest/dinner outside or just for sunbathing. It takes about 15-20min by foot to reach the lake. We absolutely recommend this apartment!"
188,2017-05-28,Birgit,"Wir hatten einen ganz wunderbaren Aufenthalt bei Roberto und seinen Eltern! Die Wohnung ist sehr sauber, modern renoviert und mit allem ausgestattet, was man benötigt. Gardasee, Supermarkt und Restaurants sind fußläufig zu erreichen. Robertos Eltern sind unfassbar herzlich und wir haben uns rundum wohl gefühlt. Wir werden sicher wiederkommen! Birgit, Hanna, Simone und Katharina"
189,2017-05-21,Joana,"Das Wochenende in Robertos Wohnung war der Wahnsinn. Die Terasse lädt zum essen und verweilen ein, der Ausblick ist fantastisch, Roberto und seine Eltern sorgen dafür, dass man sich wie zu Hause fühlt. Falls man Tipps für Aktionen rund um Riva braucht kann man sicher super auf Roberto verlassen und alles in allem gab es nicht eine Sache über die ich meckern könnte. Falls ich nochmal zum Gardasee fahre, gerne wieder in diese Wohnung."
190,2017-05-19,Kerstin,"The flat is the perfect accommodation for a relaxing, it is spacious, newly renovated, very bright and has a large terrace with a fantastic view of the surrounding mountains. The flat is equipped with a full kitchen, plenty of kitchenware and very comfy beds. The location is nice and calm with plenty of parking space and roughly a 30 minutes walk away from Riva town center. Roberto and his parents offered us a very warm welcome to their house and we will come again for sure!"
191,2017-05-14,Franzi,"Eine sehr schöne und gut ausgestattete Ferienwohnung mit toller Terrasse in ruhiger Lage. Ideal um auszuspannen und Ausflüge zu unternehmen. Nach Riva del Garda gelangt man in 20 min zu Fuß, die netten Orte Arco und Torbole sind ebenfalls ganz in der Nähe. Das Ein- und Auschecken liefen absolut unkompliziert und sehr freundlich ab. Wir empfehlen die Wohnung ohne Einschränkungen sehr gerne weiter. "
192,2017-05-07,Hermann,"Our stay was absolutely fantastic. The communication was easy. The accommodation was modern, clean, roomy and cozy. The terrace was huge with a great view to the mountains in direction to Lago di Garda. Perfect for a couple."
193,2017-05-01,Rene,Great place and very nice hosts!
194,2017-04-28,Yaroslav,"Великолепные апарты и очень гостеприимный хозяин. Очень удобная кровать, есть парковка, быстрый вайфай. Из минусов - нет посудомоечной машины и далековато ото всюду,нужен автомобиль или велрсипед"
195,2017-04-21,Christopher,"Eine großartige, helle, moderne und sehr saubere Wohnung in einem klassisch italienischem Haus mit echter italienischer Familie. Roberto und seine Eltern waren sehr nett und hilfsbereit. Die Wohnung befindet sich im ersten Stock und hat einen fantastischen und großen Balkon. Die Wohnung hat alles was man braucht. Ein kleiner Kiosk ist direkt um die Ecke, der nächste Supermarkt auch nur wenige Minuten mit dem Auto entfernt. Der See ist in ca. 15-20min zu Fuß zu erreichen. Auch auch gutes Restaurant liegt in unmittelbarer Nähe zu Fuß. Der Monte Brione liegt ebenfalls direkt um die Ecke und kann problemlos zu Fuß erreicht werden. Alles in allen ein super Aufenthalt. Beim nächsten Mal gern wieder!"
